Column_1,ETid,Country,Column_4,Date of Decision,Fine [€],Controller/Processor,Column_8,Quoted Art.,Type,Column_11,Source,Column_13
,ETid-2596 | https://www.enforcementtracker.com/ETid-2596,LITHUANIA LITHUANIA,Lithuanian Data Protection Authority (VDAI),2024-10-18,"9,000",Vilnius District Municipality Administration,Public Sector and Education,"Art. 5 (1) f) GDPR, Art. 32 (1) b), c), d) GDPR, Art. 34 (2) GDPR",Insufficient technical and organisational measures to ensure information security,"The Lithuanian DPA has imposed a fine of EUR 1,000 on the Vilnius District Municipality Administration. The Municipality Administration had been hacked. The attack resulted in issues and delays regarding public services, and personal data was affected. In addition, the notification to data subjects lacked information on how to protect personal data.",link | https://vdai.lrv.lt/lt/naujienos/vilniaus-rajono-savivaldybes-administracijai-skirta-bauda-uz-netinkama-asmens-duomenu-tvarkyma/,https://www.enforcementtracker.com/ETid-2596 (Copy: ) | Short URL: https://etid.link/ETid-2596 ETid 2596 | https://www.enforcementtracker.com/ETid-2596
,ETid-2595 | https://www.enforcementtracker.com/ETid-2595,LITHUANIA LITHUANIA,Lithuanian Data Protection Authority (VDAI),2025-01-21,"9,000",Employment Service under the Ministry of Social Security and Labor of the Republic of Lithuania,Public Sector and Education,"Art. 5 (1) f) GDPR, Art. 24 (1) GDPR, Art. 32 (1) b), d) GDPR",Insufficient technical and organisational measures to ensure information security,"The Lithuanian DPA has imposed a fine of EUR 9,000 against the Employment Service under the Ministry of Social Security and Labor of the Republic of Lithuania. Following a data leak involving the data of 292 clients, the DPA found that the controller had failed to implement sufficient technical and organizational measures to prevent such incidents.",link link | https://vdai.lrv.lt/lt/naujienos/uzimtumo-tarnybai-skirta-bauda/,https://www.enforcementtracker.com/ETid-2595 (Copy: ) | Short URL: https://etid.link/ETid-2595 ETid 2595 | https://www.enforcementtracker.com/ETid-2595
,ETid-2594 | https://www.enforcementtracker.com/ETid-2594,ESTONIA ESTONIA,Estonian Data Protection Authority (AKI),2025-01-10,0,Asper Biogene OÜ,Health Care,Unknown,Insufficient technical and organisational measures to ensure information security,"The Estonian DPA imposed a fine of EUR 85,000 on Asper Biogene OÜ. Asper Biogene OÜ suffered a data leak due to a lack of adequate security measures. The leak affected approximately 100,000 files containing personal, health and genetic data. Asper Biogene OÜ also appointed a member of the board of directors as DPO, resulting in a conflict of interest. A fine of EUR 80,000 was imposed for the inadequate security measures. The unlawful appointment of the DPO was fined EUR 5,000.
---UPDATE---
The Tartu County Court overturned the DPA's decision. The DPA has appealed against the court's decision.",link | https://www.aki.ee/uudised/trahviotsus-85-000-suurune-rahatrahv-asper-biogene-ou-le,https://www.enforcementtracker.com/ETid-2594 (Copy: ) | Short URL: https://etid.link/ETid-2594 ETid 2594 | https://www.enforcementtracker.com/ETid-2594
,ETid-2593 | https://www.enforcementtracker.com/ETid-2593,ESTONIA ESTONIA,Estonian Data Protection Authority (AKI),2024-07-15,"30,000",Pere Sihtkapital SA,Not assigned,Unknown,Insufficient technical and organisational measures to ensure information security,"The Estonian DPA imposed a fine of EUR 30,000 on Pere Sihtkapital SA. The controller conducted a survey on childless families. In the process, the controller failed to take all the necessary technical and organizational measures to ensure the required level of data protection. Pere Sihtkapital SA appealed against the decision. The outcome and status of the appeal are unknown.",link | https://www.aki.ee/uudised/aki-vaarteootsus-pere-sihtkapitali-lastetu-pereuuringu-osas,https://www.enforcementtracker.com/ETid-2593 (Copy: ) | Short URL: https://etid.link/ETid-2593 ETid 2593 | https://www.enforcementtracker.com/ETid-2593
,ETid-2592 | https://www.enforcementtracker.com/ETid-2592,CZECH REPUBLIC CZECH REPUBLIC,Czech Data Protection Auhtority (UOOU),2023-08-02,"Multiple fines totaling EUR 178,000",Multiple website operators,Not assigned,Unknown,Unknown,"In the period from January 2023 to July 2023, the Czech DPA imposed fines totaling EUR 178,000, with the highest fine being EUR 36,000. These fines were imposed due to unlawful processing of personal data in relation to cookies. The types of violations vary. Given examples are: Insufficient legal basis, insufficient compliance with information obligations or design issues. The DPA emphasizes that it will not publish individual fines due to the non-public nature of administrative proceedings.",link | https://uoou.gov.cz/media-publikace/tiskove-zpravy/urad-udelil-pokuty-za-45-mil-kc,https://www.enforcementtracker.com/ETid-2592 (Copy: ) | Short URL: https://etid.link/ETid-2592 ETid 2592 | https://www.enforcementtracker.com/ETid-2592
,ETid-2591 | https://www.enforcementtracker.com/ETid-2591,POLAND POLAND,Polish National Personal Data Protection Office (UODO),2024-12-18,"135,600",Company,"Finance, Insurance and Consulting","Art. 38 (3) GDPR, Art. 30 (1) GDPR, Art. 35 (1), (7) GDPR",Insufficient technical and organisational measures to ensure information security,"The Polish DPA fined a company in the banking sector EUR 135,600. The DPA inspected the fined company and found several violations of the GDPR. First, the company failed to ensure that the DPO could report directly to top management and that the DPO did not receive instructions on the performance of the tasks given to the DPO. Second, the company failed to include profiling in the list of data processing operations. Third, the company failed to conduct a privacy impact assessment regarding the use of profiling. The violation regarding the DPO resulted in a fine of EUR 61,600. The violation regarding the unlawful use of profiling resulted in a fine of EUR 74,000.",link | https://uodo.gov.pl/decyzje/DKN.5112.14.2022,https://www.enforcementtracker.com/ETid-2591 (Copy: ) | Short URL: https://etid.link/ETid-2591 ETid 2591 | https://www.enforcementtracker.com/ETid-2591
,ETid-2590 | https://www.enforcementtracker.com/ETid-2590,POLAND POLAND,Polish National Personal Data Protection Office (UODO),2025-03-11,"13,400",Polskie Radio Szczecin,"Media, Telecoms and Broadcasting","Art. 24 (1) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,"The Polish DPA fined Polskie Radio Szczecin (Polish Radio Szczecin) EUR 13,400. Due to the lack of sufficient technical measures, Polskie Radio Szczecin failed to protect the rights of individuals featured in its publications. As a result, there was a risk that information concerning the private life of individuals would be published without their consent. As an example, the DPA cited a case in which a journalist from Polskie Radio Szczecin disclosed that the minor child of a MP (who does not participate in public life) was a victim of sexual abuse. The report was specific enough to allow third parties to identify the victim, which led to the victim's suicide. During an inspection, the DPA found several shortcomings in data processing and that the deficiencies were systemic. The DPA ordered Polskie Radio Szczecin to rectify the organisational and technical shortcomings within 60 days.",link link | https://uodo.gov.pl/pl/138/3585,https://www.enforcementtracker.com/ETid-2590 (Copy: ) | Short URL: https://etid.link/ETid-2590 ETid 2590 | https://www.enforcementtracker.com/ETid-2590
,ETid-2589 | https://www.enforcementtracker.com/ETid-2589,POLAND POLAND,Polish National Personal Data Protection Office (UODO),2025-04-15,"7,800",Funeral Home,Health Care,Art. 5 (2) GDPR,Insufficient technical and organisational measures to ensure information security,"The Polish DPA has fined a funeral home EUR 7,800. The funeral home failed to implement sufficient technical and organisational measures to prevent a data breach. The funeral home had stored documents containing personal data in unlocked boxes. The company also transported those boxes in an open truck, which resulted in 10 boxes falling out of the truck and landing on the side of a road, where the boxes were found by the police. The driver did not notice the loss, due to the fact that that the boxes had not been counted. This resulted in the funeral home not reporting the incident to the DPA. During the investigation, the DPA found that the controller had failed to carry out a sufficient risk analysis and had failed to demonstrate sufficient supervision over the data processing.",link | https://uodo.gov.pl/pl/138/3639,https://www.enforcementtracker.com/ETid-2589 (Copy: ) | Short URL: https://etid.link/ETid-2589 ETid 2589 | https://www.enforcementtracker.com/ETid-2589
,ETid-2588 | https://www.enforcementtracker.com/ETid-2588,POLAND POLAND,Polish National Personal Data Protection Office (UODO),2025-03-24,"17,600",Chief Commander of the Police,Public Sector and Education,"Art. 6 (1) GDPR, Art. 9 (1) GDPR",Insufficient legal basis for data processing,"The Polish DPA has fined the Chief Commander of the Polish Police EUR 17,600. During a press conference, the Chief Commander of the Police disclosed the personal and medical data of an individual who had had an abortion which had been the subject of an investigation by the Polish police. The disclosure was specific enough to allow a third party to identify the person. This resulted in the specific danger of discrimination, loss of reputation and loss of control over their own data. Therefore, the Polish DPA decided to classify the violation as one of significant importance and serious nature.",link link | https://uodo.gov.pl/decyzje/DS.523.4750.2023,https://www.enforcementtracker.com/ETid-2588 (Copy: ) | Short URL: https://etid.link/ETid-2588 ETid 2588 | https://www.enforcementtracker.com/ETid-2588
,ETid-2587 | https://www.enforcementtracker.com/ETid-2587,POLAND POLAND,Polish National Personal Data Protection Office (UODO),2025-03-17,"23,500",Minister of Digital Affairs,Public Sector and Education,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing,"The Polish DPA has imposed a fine of EUR 23,500 on the Polish Minister for Digital Affairs. The Minister unlawfully processed personal data of Polish citizens in the PESEL database and disclosed those to Poczta Polska SA (Polish Post), in connection with the planned postal vote during the 2020 presidential election in Poland.",link link | https://uodo.gov.pl/decyzje/DKN.5131.1.2025,https://www.enforcementtracker.com/ETid-2587 (Copy: ) | Short URL: https://etid.link/ETid-2587 ETid 2587 | https://www.enforcementtracker.com/ETid-2587
,ETid-2586 | https://www.enforcementtracker.com/ETid-2586,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2025-03-14,"1,600,000","ING BANK N.V., SUCURSAL EN ESPAÑA","Finance, Insurance and Consulting",Art. 6 (1) GDPR,Insufficient legal basis for data processing,"The Spanish data protection authority (AEPD) has imposed a fine on ING BANK N.V., SUCURSAL EN ESPAÑA. As part of the verification process for new banking customers, ING carries out measures to identify the person. This process involves the processing of personal data and therefore requires a legal basis. The AEPD decided that there was no sufficient legal basis for a particular data matching. The original fine of EUR 2 million was reduced to EUR 1.6 million due to immediate payment.",link | https://www.aepd.es/documento/ps-00531-2023.pdf,https://www.enforcementtracker.com/ETid-2586 (Copy: ) | Short URL: https://etid.link/ETid-2586 ETid 2586 | https://www.enforcementtracker.com/ETid-2586
,ETid-2585 | https://www.enforcementtracker.com/ETid-2585,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2025-02-14,"200,000","ORANGE BANK, S.A. SUCURSAL EN ESPAÑA","Finance, Insurance and Consulting",Art. 5 (1) f) GDPR,Insufficient technical and organisational measures to ensure information security,"The Spanish DPA (AEPD) has imposed a fine of EUR 200,000 on ORANGE BANK, S.A. SUCURSAL EN ESPAÑA. The AEPD reacted to multiple complaints of private individuals regarding a data leak. ORANGE BANK (the controller) used a data processor for the processing of personal data. ORANGE BANK was unable to ensure that necessary technical and organizational measures had been taken, resulting in the infringement of Art. 5 (1) f) GDPR. Additionally, the AEPD decided that the present infringement is particularly serious, due to the fact, that ORANGE BANK processes large amounts of data resulting in an increased demand towards the internal processes regarding data protection and security. Lastly the AEPD ordered ORANGE BANK to bring their processes into compliance with the GDPR within 6 months after the decision becomes final and enforceable.",link | https://www.aepd.es/documento/ps-00089-2024.pdf,https://www.enforcementtracker.com/ETid-2585 (Copy: ) | Short URL: https://etid.link/ETid-2585 ETid 2585 | https://www.enforcementtracker.com/ETid-2585
,ETid-2584 | https://www.enforcementtracker.com/ETid-2584,IRELAND IRELAND,Data Protection Authority of Ireland,2025-05-02,"530,000,000",TikTok Technology Limited,"Media, Telecoms and Broadcasting","Art. 13 (1) f) GDPR, Art. 46 (1) GDPR",Insufficient legal basis for data processing,"The Irish DPA (DPC) has fined TikTok EUR 530 million. In its decision, the DPC found, that TikTok infringed Art. 13 (1) f) GDPR and Art. 46 (1) GDPR due to the unlawful transfer and storage of personal data from users in the EEA on Chinese servers. TikTok was unable to verify, guarantee and demonstrate that the supplementary measures and the Standard Contractual Clauses were effective to guarantee that the data afforded a level of protection, which is equivalent of the level of protection guaranteed in the EU. TikTok also failed to inform the data subjects, that their personal data is transferred to a third country. The fine consists of a fine of EUR 45 million for the failure to inform the data subjects and a fine of EUR 485 million for the infringement of Art. 46 (1) GDPR. The DPC also ordered TikTok to bring their processes into compliance with the GDPR within 6 months after the period allowed for an appeal against the DPCs final decision.",link | https://www.dataprotection.ie/en/news-media/latest-news/irish-data-protection-commission-fines-tiktok-eu530-million-and-orders-corrective-measures-following,https://www.enforcementtracker.com/ETid-2584 (Copy: ) | Short URL: https://etid.link/ETid-2584 ETid 2584 | https://www.enforcementtracker.com/ETid-2584
